ItemTag_18660_Name,aCIl,d道具标签_ItemTag_C.csv,30,ItemTag,Name,,密契强化素材,密契強化素材,
ItemTag_18661_Name,aCIm,d道具标签_ItemTag_C.csv,16,ItemTag,Name,,课题经验,課題経験値,
ItemTag_18662_Name,aCIn,d道具标签_ItemTag_C.csv,31,ItemTag,Name,,共鸣激活材料,共鳴強化素材,
ItemTag_18663_Name,aCIo,d道具标签_ItemTag_C.csv,20,ItemTag,Name,,限时唤醒道具,期間限定覚醒アイテム,
ItemTag_18664_Name,aCIp,d道具标签_ItemTag_C.csv,14,ItemTag,Name,,高级交换货币,高級交換通貨,
ItemTag_18665_Name,aCIq,d道具标签_ItemTag_C.csv,33,ItemTag,Name,,剧情道具,ストーリーアイテム,
ItemTag_18666_Name,aCIr,d道具标签_ItemTag_C.csv,35,ItemTag,Name,,命轮,命輪,
ItemTag_18667_Name,aCIs,d道具标签_ItemTag_C.csv,19,ItemTag,Name,,唤醒道具,覚醒アイテム,
ItemTag_18668_Name,aCIt,d道具标签_ItemTag_C.csv,38,ItemTag,Name,,掉落,ドロップ,
ItemTag_18669_Name,aCIu,d道具标签_ItemTag_C.csv,9,ItemTag,Name,,稀有货币,希少通貨,
ItemTag_18670_Name,aCIv,d道具标签_ItemTag_C.csv,41,ItemTag,Name,,应急灵知体,復活の魂魄,
ItemTag_18671_Name,aCIw,d道具标签_ItemTag_C.csv,42,ItemTag,Name,,钥令,キーオーダー,
ItemTag_18672_Name,aCIx,d道具标签_ItemTag_C.csv,10,ItemTag,Name,,守密人升级,守秘者レベルアップ,
ItemTag_18673_Name,aCIy,d道具标签_ItemTag_C.csv,18,ItemTag,Name,,唤醒体,覚醒体,
ItemTag_18674_Name,aCIz,d道具标签_ItemTag_C.csv,39,ItemTag,Name,,消耗品,消耗品,
ItemTag_18675_Name,aCIA,d道具标签_ItemTag_C.csv,27,ItemTag,Name,,叠位素材,強化素材,
ItemTag_18676_Name,aCIB,d道具标签_ItemTag_C.csv,28,ItemTag,Name,,探索素材,探索素材,
ItemTag_18677_Name,aCIC,d道具标签_ItemTag_C.csv,24,ItemTag,Name,,技能素材,スキル素材,
ItemTag_18678_Name,aCID,d道具标签_ItemTag_C.csv,23,ItemTag,Name,,唤醒体养成,覚醒体育成,
ItemTag_18679_Name,aCIE,d道具标签_ItemTag_C.csv,40,ItemTag,Name,,密契匣,密契箱,
ItemTag_18680_Name,aCIF,d道具标签_ItemTag_C.csv,15,ItemTag,Name,,交换货币,交換通貨,
ItemTag_18682_Name,aCIG,d道具标签_ItemTag_C.csv,26,ItemTag,Name,,升格素材,昇格素材,
ItemTag_18683_Name,aCIH,d道具标签_ItemTag_C.csv,11,ItemTag,Name,,唤醒体升级,覚醒体レベルアップ,
ItemTag_18684_Name,aCII,d道具标签_ItemTag_C.csv,36,ItemTag,Name,,密契,密契,
ItemTag_18685_Name,aCIJ,d道具标签_ItemTag_C.csv,13,ItemTag,Name,,研究课题,研究課題,
ItemTag_18686_Name,aCIK,d道具标签_ItemTag_C.csv,37,ItemTag,Name,,礼盒,ギフト,
ItemTag_18687_Name,aCIL,d道具标签_ItemTag_C.csv,32,ItemTag,Name,,特殊,特殊,
ItemTag_18688_Name,aCIM,d道具标签_ItemTag_C.csv,12,ItemTag,Name,,试炼消耗,試練消費,
ItemTag_18689_Name,aCIN,d道具标签_ItemTag_C.csv,21,ItemTag,Name,,启灵激活,霊知啓発起動,
ItemTag_18690_Name,aCIO,d道具标签_ItemTag_C.csv,8,ItemTag,Name,,通用货币,汎用通貨,
ItemTag_18691_Name,aCIP,d道具标签_ItemTag_C.csv,29,ItemTag,Name,,命轮强化素材,命輪強化素材,
ItemTag_23809_Name,aCIQ,d道具标签_ItemTag_C.csv,22,ItemTag,Name,,本源降临,本源降臨,
ItemTag_23901_Name,aCIR,d道具标签_ItemTag_C.csv,44,ItemTag,Name,,头像,アイコン,
ItemTag_25225_Name,aCIS,d道具标签_ItemTag_C.csv,45,ItemTag,Name,,灵知深化素材,霊知深化素材,
ItemTag_34758_Name,aCIT,d道具标签_ItemTag_C.csv,46,ItemTag,Name,,活动货币,イベント通貨,
ItemTag_46796_Name,aCIU,d道具标签_ItemTag_C.csv,47,ItemTag,Name,,表情,表情,
ItemTag_49407_Name,aCIV,d道具标签_ItemTag_C.csv,17,ItemTag,Name,,限时双倍,期間限定2倍,
ItemTag_51887_Name,aCIW,d道具标签_ItemTag_C.csv,48,ItemTag,Name,,密契残本,密契の断片,
ItemTag_54583_Name,aCIX,d道具标签_ItemTag_C.csv,43,ItemTag,Name,,头像框,アイコンフレーム,
ItemTag_74095_Name,aCIY,d道具标签_ItemTag_C.csv,34,ItemTag,Name,,灵塑适性素材,霊塑適性素材,
ItemTag_74297_Name,aCIZ,d道具标签_ItemTag_C.csv,25,ItemTag,Name,,高阶技能素材,上級スキル素材,
ItemTag_79687_Name,aCJa,d道具标签_ItemTag_C.csv,49,ItemTag,Name,,幻衣,幻衣,
ItemTag_90034_Name,bxOc,d道具标签_ItemTag_C.csv,50,ItemTag,Name,,幻衣绘形券,幻衣引換券,
