Shop_41347_UnlockText,aKyy,s商店_Shop_A.csv,89,Shop,UnlockText,,通关调查行动第4章解锁,「調査」第4章をクリアで解放,
Shop_41348_UnlockText,aKyA,s商店_Shop_A.csv,90,Shop,UnlockText,,通关调查行动第5章解锁,「調査」第5章をクリアで解放,
Shop_41349_UnlockText,aKyC,s商店_Shop_A.csv,88,Shop,UnlockText,,通关调查行动第3章解锁,「調査」第3章をクリアで解放,
Shop_41350_UnlockText,aKyE,s商店_Shop_A.csv,86,Shop,UnlockText,,通关调查行动第1章解锁,「調査」第1章をクリアで解放,
Shop_41351_UnlockText,aKyG,s商店_Shop_A.csv,91,Shop,UnlockText,,通关调查行动第6章解锁,「調査」第6章をクリアで解放,
Shop_41352_UnlockText,aKyI,s商店_Shop_A.csv,87,Shop,UnlockText,,通关调查行动第2章解锁,「調査」第2章をクリアで解放,
Shop_49317_UnlockText,aKAY,s商店_Shop_A.csv,92,Shop,UnlockText,,通关调查行动第7章解锁,「調査」第7章をクリアで解放,
Shop_61151_UnlockText,aKJQ,s商店_Shop_A.csv,93,Shop,UnlockText,,通关调查行动第8章解锁,「調査」第8章をクリアで解放,
Shop_68283_UnlockText,aKOW,s商店_Shop_A.csv,94,Shop,UnlockText,,通关调查行动第9章解锁,「調査」第9章をクリアで解放,
Shop_76296_UnlockText,aKVa,s商店_Shop_A.csv,95,Shop,UnlockText,,通关调查行动星辰篇第1章解锁,「調査」星辰編第1章をクリアで解放,
Shop_81068_UnlockText,bsBn,s商店_Shop_A.csv,96,Shop,UnlockText,,通关调查行动星辰篇第2章解锁,「調査」星辰編第2章をクリアで解放,
Shop_91378_UnlockText,byXG,s商店_Shop_A.csv,97,Shop,UnlockText,,通关调查行动星辰篇第3章解锁,「調査」星辰編第3章をクリアで解放,
